Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10633254,1,"Tuesday, January  8, 2013 19:52:59 UTC",65.9739,-144.8112,1.4,9.90, 7,"northern Alaska"
ci,15271281,2,"Tuesday, January  8, 2013 19:52:14 UTC",33.2803,-116.7808,1.1,13.80,61,"Southern California"
pr,13008002,0,"Tuesday, January  8, 2013 19:40:27 UTC",18.8038,-67.2437,2.8,10.00, 4,"Puerto Rico region"
ak,10633240,1,"Tuesday, January  8, 2013 19:33:17 UTC",62.2020,-145.8804,1.8,1.90,17,"Central Alaska"
ci,15271273,2,"Tuesday, January  8, 2013 19:31:13 UTC",35.5710,-118.5363,1.5,2.00,27,"Central California"
ak,10633234,1,"Tuesday, January  8, 2013 19:26:40 UTC",63.3860,-147.4119,1.3,27.00, 5,"Central Alaska"
ak,10633228,1,"Tuesday, January  8, 2013 19:21:19 UTC",63.1337,-150.4094,1.8,108.60,19,"Central Alaska"
nc,71917566,3,"Tuesday, January  8, 2013 19:10:02 UTC",38.9532,-122.7592,1.6,2.80,20,"Northern California"
nc,71917561,2,"Tuesday, January  8, 2013 19:09:42 UTC",38.9593,-122.7585,1.2,2.70,13,"Northern California"
us,c000el9s,4,"Tuesday, January  8, 2013 19:04:00 UTC",-32.3820,-14.1777,5.0,9.80,27,"southern Mid-Atlantic Ridge"
us,c000el9a,6,"Tuesday, January  8, 2013 18:55:40 UTC",52.4052,-170.6298,5.0,52.70,353,"Fox Islands, Aleutian Islands, Alaska"
nc,71917556,4,"Tuesday, January  8, 2013 18:55:11 UTC",37.5917,-121.8255,1.2,9.60,15,"San Francisco Bay area, California"
nc,71917541,2,"Tuesday, January  8, 2013 18:47:37 UTC",38.9583,-122.7603,1.6,2.60,31,"Northern California"
us,c000el8z,3,"Tuesday, January  8, 2013 18:45:03 UTC",55.3865,-134.9443,4.6,9.10, 0,"Southeastern Alaska"
nc,71917536,2,"Tuesday, January  8, 2013 18:40:54 UTC",38.9523,-122.7627,1.8,3.10,37,"Northern California"
nc,71917531,2,"Tuesday, January  8, 2013 18:39:15 UTC",38.9550,-122.7582,1.6,3.60,31,"Northern California"
nc,71917526,2,"Tuesday, January  8, 2013 18:38:43 UTC",38.9575,-122.7623,1.8,3.10,39,"Northern California"
nc,71917516,3,"Tuesday, January  8, 2013 18:36:32 UTC",38.9525,-122.7568,2.7,2.50,62,"Northern California"
nc,71917511,2,"Tuesday, January  8, 2013 18:34:37 UTC",38.9520,-122.7583,2.2,5.00,47,"Northern California"
ak,10633179,1,"Tuesday, January  8, 2013 18:34:26 UTC",63.1883,-151.2325,1.6,16.30, 7,"Central Alaska"
nc,71917506,0,"Tuesday, January  8, 2013 18:33:54 UTC",38.9627,-122.7487,1.6,6.60, 8,"Northern California"
nc,71917501,3,"Tuesday, January  8, 2013 18:32:23 UTC",38.9550,-122.7535,2.5,3.00,49,"Northern California"
ci,15271265,2,"Tuesday, January  8, 2013 18:32:12 UTC",34.1070,-116.9413,1.0,7.60,43,"Southern California"
uw,60490287,1,"Tuesday, January  8, 2013 18:18:36 UTC",49.4458,-120.4880,2.5,0.00, 9,"British Columbia, Canada"
nc,71917486,4,"Tuesday, January  8, 2013 18:16:26 UTC",37.4170,-118.3213,2.6,8.10,45,"Central California"
mb,13370164,2,"Tuesday, January  8, 2013 18:14:41 UTC",44.7708,-111.9693,1.0,10.20,12,"western Montana"
nc,71917466,3,"Tuesday, January  8, 2013 17:43:18 UTC",37.4228,-118.3297,3.2,7.60,47,"Central California"
nc,71917446,2,"Tuesday, January  8, 2013 17:35:14 UTC",36.5418,-121.0543,1.2,8.50, 9,"Central California"
ak,10633150,1,"Tuesday, January  8, 2013 17:34:08 UTC",61.9349,-150.5577,1.7,36.00,13,"Southern Alaska"
nc,71917421,1,"Tuesday, January  8, 2013 17:31:42 UTC",38.8082,-122.7922,1.2,2.50,25,"Northern California"
nc,71917431,2,"Tuesday, January  8, 2013 17:31:42 UTC",38.8097,-122.7938,1.2,2.00,27,"Northern California"
ak,10633139,1,"Tuesday, January  8, 2013 17:27:36 UTC",64.9482,-148.8930,1.5,0.10, 9,"Central Alaska"
nc,71917416,0,"Tuesday, January  8, 2013 17:21:35 UTC",38.7388,-122.7257,1.4,2.90,16,"Northern California"
ak,10633132,2,"Tuesday, January  8, 2013 17:14:26 UTC",51.6017,-178.3629,2.8,2.90,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71917406,3,"Tuesday, January  8, 2013 16:57:10 UTC",37.1535,-118.0900,2.0,3.90,14,"Central California"
ak,10633123,1,"Tuesday, January  8, 2013 16:55:38 UTC",59.9860,-140.5862,2.7,5.70,15,"Southeastern Alaska"
ak,10633119,1,"Tuesday, January  8, 2013 16:42:44 UTC",61.1908,-151.4203,1.6,72.00, 6,"Southern Alaska"
ci,15271201,2,"Tuesday, January  8, 2013 16:40:51 UTC",34.0045,-117.5917,1.3,4.80,31,"Greater Los Angeles area, California"
ak,10633115,2,"Tuesday, January  8, 2013 16:34:19 UTC",58.8517,-153.4216,2.3,63.40,24,"Kodiak Island region, Alaska"
nc,71917391,0,"Tuesday, January  8, 2013 16:29:15 UTC",38.8273,-122.8522,1.2,2.10,17,"Northern California"
nc,71917386,1,"Tuesday, January  8, 2013 16:10:56 UTC",38.8267,-122.8527,1.4,2.50,22,"Northern California"
ak,10633108,1,"Tuesday, January  8, 2013 16:09:08 UTC",64.8994,-147.2714,1.0,13.30, 9,"Central Alaska"
nc,71917381,0,"Tuesday, January  8, 2013 16:01:08 UTC",38.7493,-122.7190,1.0,3.00,13,"Northern California"
ak,10633095,1,"Tuesday, January  8, 2013 15:52:18 UTC",64.0776,-148.1725,1.8,108.10,24,"Central Alaska"
us,2013kdas,A,"Tuesday, January  8, 2013 15:50:10 UTC",15.4046,-104.9858,4.3,40.00,64,"off the coast of Michoacan, Mexico"
nc,71917366,0,"Tuesday, January  8, 2013 15:43:57 UTC",39.6580,-120.1083,1.5,0.50,11,"Northern California"
nc,71917356,3,"Tuesday, January  8, 2013 15:36:07 UTC",38.7558,-122.7217,2.1,1.40,61,"Northern California"
nc,71917336,0,"Tuesday, January  8, 2013 15:28:59 UTC",38.7550,-122.7237,1.2,1.10,14,"Northern California"
nc,71917316,2,"Tuesday, January  8, 2013 15:24:43 UTC",38.7508,-122.7253,1.6,2.80,32,"Northern California"
nc,71917306,5,"Tuesday, January  8, 2013 15:22:12 UTC",38.7602,-122.7243,3.0,1.60,76,"Northern California"
nc,71917296,0,"Tuesday, January  8, 2013 15:16:22 UTC",38.7555,-122.7232,1.2,2.40, 8,"Northern California"
nc,71917281,0,"Tuesday, January  8, 2013 15:14:56 UTC",38.7553,-122.7253,1.1,1.60,14,"Northern California"
nc,71917276,0,"Tuesday, January  8, 2013 15:14:17 UTC",38.7612,-122.7242,1.0,0.10,15,"Northern California"
ak,10633063,2,"Tuesday, January  8, 2013 14:46:33 UTC",56.0080,-135.4542,4.0,10.00,16,"Southeastern Alaska"
nc,71917231,1,"Tuesday, January  8, 2013 14:25:42 UTC",38.8243,-122.8255,2.0,2.40,34,"Northern California"
us,c000el2f,D,"Tuesday, January  8, 2013 14:16:08 UTC",39.6580,25.5430,5.7,10.30,500,"Aegean Sea"
nc,71917221,3,"Tuesday, January  8, 2013 14:03:37 UTC",38.8390,-122.8258,2.1,2.40,60,"Northern California"
ak,10633037,1,"Tuesday, January  8, 2013 13:52:03 UTC",62.7711,-149.5582,1.2,49.70, 9,"Central Alaska"
uw,60490197,2,"Tuesday, January  8, 2013 13:39:21 UTC",48.5327,-119.8930,2.9,1.00,26,"Washington"
nc,71917216,2,"Tuesday, January  8, 2013 13:35:59 UTC",36.3797,-120.9647,1.4,6.60,17,"Central California"
nc,71917211,1,"Tuesday, January  8, 2013 13:29:27 UTC",38.8120,-122.8110,1.4,2.80,28,"Northern California"
nn,00398986,9,"Tuesday, January  8, 2013 13:27:30 UTC",37.3042,-114.3602,1.4,4.40, 5,"Nevada"
ak,10633030,1,"Tuesday, January  8, 2013 13:15:06 UTC",62.1765,-148.3960,1.8,50.00, 7,"Central Alaska"
ak,10633029,1,"Tuesday, January  8, 2013 13:12:11 UTC",65.6283,-147.8230,1.5,14.90, 8,"northern Alaska"
ci,15271185,4,"Tuesday, January  8, 2013 12:47:27 UTC",33.7578,-116.7142,1.0,17.20,44,"Southern California"
nc,71917206,3,"Tuesday, January  8, 2013 12:44:22 UTC",37.3312,-121.6963,1.5,8.10,36,"Northern California"
nc,71917196,2,"Tuesday, January  8, 2013 12:38:09 UTC",37.3315,-121.6988,1.3,7.80,31,"Northern California"
nc,71917191,2,"Tuesday, January  8, 2013 12:36:32 UTC",37.3302,-121.6993,1.3,7.90,28,"Northern California"
ak,10633019,1,"Tuesday, January  8, 2013 12:36:14 UTC",62.0564,-154.0537,1.8,0.00, 8,"Central Alaska"
se,010813a,A,"Tuesday, January  8, 2013 12:30:55 UTC",35.4734,-84.3888,2.2,9.20,12,"eastern Tennessee"
ak,10633009,2,"Tuesday, January  8, 2013 12:15:18 UTC",59.7855,-153.5331,2.5,138.20,41,"Southern Alaska"
ak,10633004,1,"Tuesday, January  8, 2013 12:09:41 UTC",61.2369,-150.8629,2.2,53.60,34,"Southern Alaska"
ak,10632998,1,"Tuesday, January  8, 2013 11:54:44 UTC",61.8634,-151.1028,1.9,65.30,20,"Southern Alaska"
ak,10632994,1,"Tuesday, January  8, 2013 11:42:23 UTC",63.5682,-147.3232,1.9,0.00,22,"Central Alaska"
us,c000el16,6,"Tuesday, January  8, 2013 11:26:49 UTC",-10.4282,120.1634,4.4,38.70,39,"Sumba region, Indonesia"
nc,71917171,0,"Tuesday, January  8, 2013 11:17:26 UTC",38.8367,-122.7852,1.1,2.10,15,"Northern California"
ak,10632982,1,"Tuesday, January  8, 2013 11:14:01 UTC",62.8144,-151.1561,2.0,111.40,12,"Central Alaska"
ak,10632978,1,"Tuesday, January  8, 2013 11:08:03 UTC",61.2466,-150.3112,1.7,20.30, 7,"Southern Alaska"
ci,15271153,2,"Tuesday, January  8, 2013 10:54:51 UTC",33.3265,-116.3803,1.4,14.70,76,"Southern California"
nc,71917151,3,"Tuesday, January  8, 2013 10:51:17 UTC",36.9012,-120.8082,1.8,8.70,47,"Central California"
us,c000el10,9,"Tuesday, January  8, 2013 10:47:41 UTC",39.4913,71.7396,4.7,10.00,66,"Kyrgyzstan"
nc,71917146,5,"Tuesday, January  8, 2013 10:46:35 UTC",40.3013,-123.9028,2.9,27.90,29,"Northern California"
ak,10632965,1,"Tuesday, January  8, 2013 10:45:58 UTC",63.7252,-149.6833,2.0,115.90,38,"Central Alaska"
mb,13975550,2,"Tuesday, January  8, 2013 10:31:52 UTC",47.9101,-114.1238,2.0,6.70,18,"western Montana"
nc,71917141,0,"Tuesday, January  8, 2013 10:22:31 UTC",38.7710,-122.7380,1.0,2.20, 9,"Northern California"
ak,10632963,2,"Tuesday, January  8, 2013 10:17:23 UTC",63.0981,-151.5039,1.0,8.40,14,"Central Alaska"
nc,71917136,2,"Tuesday, January  8, 2013 10:15:46 UTC",37.4730,-118.6710,1.0,13.30,23,"Central California"
ci,15271145,2,"Tuesday, January  8, 2013 10:13:34 UTC",34.0372,-118.8965,1.9,6.10,31,"Channel Islands region, California"
hv,60448006,4,"Tuesday, January  8, 2013 10:04:01 UTC",19.1860,-155.3153,1.3,46.60,33,"Island of Hawaii, Hawaii"
nc,71917116,3,"Tuesday, January  8, 2013 09:53:25 UTC",35.9303,-120.4807,1.4,5.60,43,"Central California"
nc,71917121,4,"Tuesday, January  8, 2013 09:53:06 UTC",40.4808,-123.8340,1.9,25.60,29,"Northern California"
nc,71917101,0,"Tuesday, January  8, 2013 09:37:44 UTC",38.7603,-122.7220,1.1,1.80,13,"Northern California"
nc,71917096,2,"Tuesday, January  8, 2013 09:28:17 UTC",40.8463,-121.6575,1.3,11.50,11,"Northern California"
nc,71917086,2,"Tuesday, January  8, 2013 09:20:08 UTC",36.5642,-121.1577,1.1,2.90,20,"Central California"
nc,71917091,2,"Tuesday, January  8, 2013 09:18:12 UTC",40.8437,-121.6615,1.2,10.80,11,"Northern California"
uw,60490182,2,"Tuesday, January  8, 2013 09:14:48 UTC",43.7120,-121.3278,1.3,1.60,13,"Newberry Caldera area, Oregon"
ak,10632948,1,"Tuesday, January  8, 2013 09:13:06 UTC",61.0569,-151.1127,1.9,43.70,14,"Southern Alaska"
us,c000ekzy,6,"Tuesday, January  8, 2013 09:08:32 UTC",22.8827,123.0641,4.3,19.10,17,"southeast of Taiwan"
pr,13008001,0,"Tuesday, January  8, 2013 09:02:47 UTC",18.0771,-66.9841,2.6,21.00, 4,"Puerto Rico"
ci,15271113,2,"Tuesday, January  8, 2013 08:54:38 UTC",32.7465,-115.8802,1.5,8.00,35,"Southern California"
nc,71917071,4,"Tuesday, January  8, 2013 08:35:42 UTC",40.8423,-121.6592,1.2,10.60,10,"Northern California"
nn,00398982,9,"Tuesday, January  8, 2013 08:34:24 UTC",38.4954,-118.4038,2.0,0.00,22,"Nevada"
nc,71917056,0,"Tuesday, January  8, 2013 08:30:14 UTC",38.7902,-122.7637,1.2,2.40,22,"Northern California"
us,c000ekzg,4,"Tuesday, January  8, 2013 08:29:42 UTC",-4.2955,141.9851,4.7,119.20,33,"New Guinea, Papua New Guinea"
nc,71917051,0,"Tuesday, January  8, 2013 08:28:41 UTC",38.8412,-122.8363,1.4,2.40,20,"Northern California"
us,c000ekz5,7,"Tuesday, January  8, 2013 07:51:31 UTC",40.2081,142.2035,5.4,38.60,361,"near the east coast of Honshu, Japan"
nc,71917016,3,"Tuesday, January  8, 2013 07:42:44 UTC",37.5933,-121.8175,1.7,10.60,53,"San Francisco Bay area, California"
ak,10632926,1,"Tuesday, January  8, 2013 07:05:25 UTC",63.9347,-148.8619,1.5,3.80, 9,"Central Alaska"
pr,13008000,0,"Tuesday, January  8, 2013 06:55:41 UTC",19.2385,-67.8565,3.2,31.00, 5,"Dominican Republic region"
ak,10632920,1,"Tuesday, January  8, 2013 06:19:08 UTC",65.0969,-148.7374,1.3,16.20, 7,"northern Alaska"
us,c000ekyv,5,"Tuesday, January  8, 2013 06:15:06 UTC",37.6816,37.9858,4.3,10.10,28,"central Turkey"
us,c000ekys,6,"Tuesday, January  8, 2013 06:05:09 UTC",37.8101,37.9520,4.5,10.00,38,"central Turkey"
nn,00398980,9,"Tuesday, January  8, 2013 05:54:21 UTC",36.7235,-115.6965,1.0,4.10,16,"Nevada"
nc,71916971,1,"Tuesday, January  8, 2013 05:22:17 UTC",38.8203,-122.8082,1.8,3.40,38,"Northern California"
nc,71916966,2,"Tuesday, January  8, 2013 05:20:31 UTC",38.7967,-122.7398,1.0,2.30,37,"Northern California"
nc,71916961,4,"Tuesday, January  8, 2013 05:14:59 UTC",38.9577,-122.7532,1.5,2.80,36,"Northern California"
nc,71916946,3,"Tuesday, January  8, 2013 05:06:37 UTC",38.8455,-122.8265,1.0,2.40,41,"Northern California"
ak,10632906,1,"Tuesday, January  8, 2013 05:02:47 UTC",60.5461,-145.5029,2.5,19.10,15,"Southern Alaska"
ak,10632904,1,"Tuesday, January  8, 2013 04:53:12 UTC",64.5807,-147.0074,1.0,13.50, 7,"Central Alaska"
ci,15271097,2,"Tuesday, January  8, 2013 04:43:57 UTC",33.3555,-116.4268,2.0,9.70,111,"Southern California"
nc,71916926,2,"Tuesday, January  8, 2013 03:52:54 UTC",36.0452,-120.2547,1.3,9.90,42,"Central California"
uw,60490117,2,"Tuesday, January  8, 2013 03:48:29 UTC",43.5358,-121.7058,1.4,8.40,10,"Oregon"
ci,15271073,2,"Tuesday, January  8, 2013 03:40:23 UTC",33.0450,-116.4178,1.3,10.70,71,"Southern California"
ak,10632891,1,"Tuesday, January  8, 2013 02:59:54 UTC",61.0056,-145.9993,2.3,0.00,10,"Southern Alaska"
us,c000ekxw,5,"Tuesday, January  8, 2013 02:51:45 UTC",19.2215,121.2571,4.5,10.00,61,"Babuyan Islands region, Philippines"
nc,71916906,0,"Tuesday, January  8, 2013 02:25:47 UTC",38.7597,-122.7232,1.4,0.30, 8,"Northern California"
nc,71916901,3,"Tuesday, January  8, 2013 02:13:50 UTC",38.8130,-122.8168,2.0,3.10,65,"Northern California"
ak,10632867,1,"Tuesday, January  8, 2013 02:01:48 UTC",62.6818,-151.1342,1.8,104.50,16,"Central Alaska"
ak,10632707,2,"Tuesday, January  8, 2013 01:46:37 UTC",52.3603,-174.5977,2.6,198.60,13,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15271065,2,"Tuesday, January  8, 2013 01:43:29 UTC",34.3712,-117.1798,1.3,7.30,60,"Southern California"
nc,71916891,2,"Tuesday, January  8, 2013 01:27:44 UTC",36.0453,-120.2073,1.5,13.80,28,"Central California"
uu,60009782,4,"Tuesday, January  8, 2013 01:20:23 UTC",44.6118,-110.9872,1.0,7.40,14,"Yellowstone National Park, Wyoming"
ak,10632682,2,"Tuesday, January  8, 2013 00:59:58 UTC",52.7073,-169.3013,2.3,5.00, 6,"Fox Islands, Aleutian Islands, Alaska"
ci,15271057,2,"Tuesday, January  8, 2013 00:49:54 UTC",31.3448,-116.2178,3.3,10.00,12,"Baja California, Mexico"
ci,15271049,2,"Tuesday, January  8, 2013 00:47:52 UTC",33.9785,-116.9507,1.3,20.20,38,"Southern California"
nc,71916871,3,"Tuesday, January  8, 2013 00:32:31 UTC",36.6443,-121.0980,1.7,11.90,45,"Central California"
ak,10632666,1,"Tuesday, January  8, 2013 00:25:47 UTC",63.0485,-148.0906,1.9,57.40,23,"Central Alaska"
nc,71916866,0,"Tuesday, January  8, 2013 00:20:17 UTC",38.7735,-122.7460,1.1,0.10,11,"Northern California"
nc,71916856,0,"Tuesday, January  8, 2013 00:15:37 UTC",38.7520,-122.6853,1.0,1.10, 7,"Northern California"
ak,10632657,1,"Tuesday, January  8, 2013 00:12:03 UTC",65.0063,-147.3354,1.6,0.00,13,"northern Alaska"
us,c000ekws,5,"Monday, January  7, 2013 23:55:22 UTC",35.1206,141.6627,4.6,19.70,39,"near the east coast of Honshu, Japan"
ak,10632638,2,"Monday, January  7, 2013 23:45:13 UTC",61.1522,-151.1222,1.8,57.90,20,"Southern Alaska"
ak,10632617,3,"Monday, January  7, 2013 23:16:42 UTC",61.6833,-141.2638,2.3,15.90, 8,"Southern Alaska"
ak,10636093,2,"Monday, January  7, 2013 23:05:09 UTC",63.4101,-149.2156,1.0,88.40, 7,"Central Alaska"
ak,10636092,2,"Monday, January  7, 2013 23:00:52 UTC",60.0076,-152.8507,2.3,114.90, 9,"Southern Alaska"
ak,10632596,3,"Monday, January  7, 2013 23:00:01 UTC",58.9387,-153.6715,2.2,10.00,12,"Kodiak Island region, Alaska"
ci,15271017,2,"Monday, January  7, 2013 22:29:19 UTC",36.2935,-118.3268,1.8,0.20,30,"Central California"
ak,10636090,2,"Monday, January  7, 2013 22:24:42 UTC",55.2886,-134.6757,2.6,20.00, 6,"Southeastern Alaska"
nc,71916771,1,"Monday, January  7, 2013 22:22:29 UTC",38.7867,-122.7627,1.9,1.10,33,"Northern California"
nc,71916766,3,"Monday, January  7, 2013 22:20:10 UTC",37.3555,-121.7165,2.0,8.10,71,"Northern California"
nc,71916761,2,"Monday, January  7, 2013 22:12:47 UTC",36.6585,-121.1085,1.1,11.70,13,"Central California"
ak,10632571,3,"Monday, January  7, 2013 21:52:40 UTC",67.1841,-142.5896,3.1,45.00,13,"northern Alaska"
nc,71916746,2,"Monday, January  7, 2013 21:48:16 UTC",35.7407,-121.0903,1.3,8.80,31,"Central California"
ak,10632563,2,"Monday, January  7, 2013 21:43:24 UTC",63.4263,-147.4484,1.4,5.90,16,"Central Alaska"
ak,10632560,2,"Monday, January  7, 2013 21:39:54 UTC",61.3181,-151.8401,1.9,97.50,18,"Southern Alaska"
ak,10632553,2,"Monday, January  7, 2013 21:17:30 UTC",61.1540,-147.2669,1.8,9.90,16,"Southern Alaska"
nc,71916726,0,"Monday, January  7, 2013 21:03:55 UTC",38.8063,-122.8110,1.1,2.30,23,"Northern California"
nc,71916706,3,"Monday, January  7, 2013 20:57:02 UTC",36.0265,-120.9348,1.9,8.50,75,"Central California"
nc,71916701,0,"Monday, January  7, 2013 20:48:58 UTC",38.7580,-122.7215,1.0,1.80,15,"Northern California"
ci,15271009,2,"Monday, January  7, 2013 20:40:14 UTC",34.0082,-117.0737,1.2,14.50,36,"Greater Los Angeles area, California"
ak,10632526,3,"Monday, January  7, 2013 20:19:47 UTC",51.2372,-177.9115,2.4,26.70,14,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71916691,2,"Monday, January  7, 2013 20:14:38 UTC",36.6305,-121.0912,1.1,12.00,13,"Central California"
ak,10632521,3,"Monday, January  7, 2013 20:14:19 UTC",51.2447,-177.9161,2.5,23.30,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71916676,2,"Monday, January  7, 2013 20:01:21 UTC",36.6290,-121.0952,1.0,11.20,17,"Central California"
nc,71916671,3,"Monday, January  7, 2013 19:55:13 UTC",36.6452,-121.1008,2.8,12.40,80,"Central California"
nc,71916666,3,"Monday, January  7, 2013 19:50:01 UTC",40.2875,-124.3465,2.0,19.00,19,"Northern California"
ak,10632501,3,"Monday, January  7, 2013 19:33:57 UTC",51.2401,-177.9160,2.7,25.60,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10632481,2,"Monday, January  7, 2013 18:56:44 UTC",61.4805,-150.3384,1.6,41.90,15,"Southern Alaska"
ci,15270985,2,"Monday, January  7, 2013 18:43:15 UTC",34.6282,-117.1110,1.7,0.00,19,"Southern California"
ak,10636081,2,"Monday, January  7, 2013 18:42:09 UTC",60.6345,-152.1613,1.8,67.10, 9,"Southern Alaska"
ak,10636080,2,"Monday, January  7, 2013 18:37:04 UTC",50.6097,-173.4517,2.3,71.10, 5,"Andreanof Islands, Aleutian Islands, Alaska"
mb,13317861,2,"Monday, January  7, 2013 18:34:16 UTC",45.6310,-112.0015,1.1,10.60,12,"western Montana"
nm,010713c,B,"Monday, January  7, 2013 18:29:13 UTC",36.2238,-89.4358,2.6,6.30,27,"Tennessee"
ak,10632455,2,"Monday, January  7, 2013 18:25:42 UTC",60.1199,-153.3934,2.9,160.50,39,"Southern Alaska"
pr,13007003,0,"Monday, January  7, 2013 18:22:57 UTC",19.2122,-65.2198,3.6,5.00,19,"Puerto Rico region"
nn,00398978,9,"Monday, January  7, 2013 18:08:53 UTC",39.9990,-118.7318,1.1,0.00, 5,"Nevada"
uu,60009757,2,"Monday, January  7, 2013 18:00:58 UTC",44.4405,-110.3457,1.2,5.80, 8,"Yellowstone National Park, Wyoming"
uw,60489932,3,"Monday, January  7, 2013 17:59:10 UTC",46.3990,-119.2628,1.3,2.20,15,"Washington"
mb,13923248,2,"Monday, January  7, 2013 17:54:49 UTC",45.6145,-111.7510,1.5,6.50,19,"western Montana"
nn,00399044,9,"Monday, January  7, 2013 17:53:32 UTC",38.6627,-119.5169,1.4,11.20, 4,"Central California"
ak,10632395,2,"Monday, January  7, 2013 16:50:46 UTC",63.4369,-147.5074,1.0,11.50, 9,"Central Alaska"
ak,10636077,2,"Monday, January  7, 2013 16:45:17 UTC",63.1784,-150.8570,1.4,127.10, 8,"Central Alaska"
ak,10636076,2,"Monday, January  7, 2013 16:34:29 UTC",61.9118,-149.6620,1.3,43.70, 7,"Southern Alaska"
ci,15270961,2,"Monday, January  7, 2013 16:18:06 UTC",34.0830,-117.2700,1.1,14.80,45,"Greater Los Angeles area, California"
nc,71916566,2,"Monday, January  7, 2013 16:17:10 UTC",36.5902,-121.2003,1.4,8.00,26,"Central California"
ak,10632381,3,"Monday, January  7, 2013 16:04:35 UTC",52.8049,-173.7293,2.9,176.60,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10632370,2,"Monday, January  7, 2013 15:57:12 UTC",59.7973,-153.1783,2.7,115.90,33,"Southern Alaska"
uu,60009747,5,"Monday, January  7, 2013 15:36:43 UTC",36.8383,-111.8563,3.1,6.40,18,"Arizona"
nc,71916561,2,"Monday, January  7, 2013 15:34:48 UTC",36.7767,-121.2872,1.6,7.80,32,"Central California"
ak,10632364,2,"Monday, January  7, 2013 15:26:50 UTC",58.8085,-153.5555,2.3,1.00,11,"Kodiak Island region, Alaska"
ak,10636072,2,"Monday, January  7, 2013 15:20:33 UTC",63.1475,-151.5193,1.1,19.00, 7,"Central Alaska"
ak,10636071,2,"Monday, January  7, 2013 15:07:35 UTC",55.3824,-134.8073,4.0,20.00, 6,"Southeastern Alaska"
ak,10632357,2,"Monday, January  7, 2013 14:45:04 UTC",63.1309,-149.6533,1.5,97.20,14,"Central Alaska"
ci,15270953,2,"Monday, January  7, 2013 14:39:53 UTC",34.1990,-117.5012,1.4,7.20,48,"Greater Los Angeles area, California"
ak,10636069,2,"Monday, January  7, 2013 14:33:54 UTC",60.2809,-147.0429,1.7,8.10, 8,"Southern Alaska"
ci,15270945,2,"Monday, January  7, 2013 14:33:03 UTC",34.0343,-116.3130,1.1,8.70,36,"Southern California"
ak,10632352,2,"Monday, January  7, 2013 14:21:44 UTC",61.3461,-147.5615,1.4,14.90,11,"Southern Alaska"
pr,13007002,0,"Monday, January  7, 2013 14:21:38 UTC",18.6681,-66.5124,2.6,30.00, 6,"Puerto Rico region"
ci,15270937,2,"Monday, January  7, 2013 14:16:45 UTC",33.2835,-116.7805,1.0,11.60,44,"Southern California"
nc,71916531,2,"Monday, January  7, 2013 14:07:28 UTC",36.3007,-120.8223,1.4,8.70,14,"Central California"
nc,71916526,1,"Monday, January  7, 2013 14:05:44 UTC",38.8070,-122.8183,1.2,3.40,27,"Northern California"
us,c000ekk1,A,"Monday, January  7, 2013 13:53:49 UTC",37.8174,142.3564,4.9,48.30,258,"off the east coast of Honshu, Japan"
ak,10636067,2,"Monday, January  7, 2013 13:44:57 UTC",51.6244,-177.6417,1.6,63.40, 7,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71916521,0,"Monday, January  7, 2013 13:43:03 UTC",38.7532,-122.7290,1.1,4.50,16,"Northern California"
ak,10636066,2,"Monday, January  7, 2013 13:34:17 UTC",61.3221,-147.5725,1.3,20.00, 7,"Southern Alaska"
ak,10636065,2,"Monday, January  7, 2013 13:14:59 UTC",59.9514,-152.9987,2.2,109.80, 9,"Southern Alaska"
nc,71916506,1,"Monday, January  7, 2013 13:02:17 UTC",38.8098,-122.8170,1.5,3.20,34,"Northern California"
ak,10636064,2,"Monday, January  7, 2013 12:52:16 UTC",51.5225,-178.3786,1.9,37.10, 7,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60009732,4,"Monday, January  7, 2013 12:33:11 UTC",38.2832,-108.9187,2.2,0.60,12,"Colorado"
ak,10636063,2,"Monday, January  7, 2013 12:14:35 UTC",55.6986,-134.8437,2.3,20.00, 6,"Southeastern Alaska"
ak,10636062,2,"Monday, January  7, 2013 12:08:16 UTC",62.6475,-149.7534,1.0,60.70, 7,"Central Alaska"
ak,10636061,2,"Monday, January  7, 2013 12:02:23 UTC",61.4707,-150.2121,1.2,45.20, 7,"Southern Alaska"
mb,13140716,2,"Monday, January  7, 2013 11:54:20 UTC",45.6140,-111.7525,1.1,6.40,12,"western Montana"
nc,71916466,0,"Monday, January  7, 2013 11:52:53 UTC",38.7652,-122.7412,1.7,0.40,16,"Northern California"
ci,15270929,2,"Monday, January  7, 2013 11:39:48 UTC",33.1543,-115.6400,1.4,1.10,25,"Southern California"
ak,10632332,3,"Monday, January  7, 2013 11:38:32 UTC",60.5041,-152.5680,2.0,90.10,19,"Southern Alaska"
ak,10636059,2,"Monday, January  7, 2013 11:34:11 UTC",55.6512,-134.8919,2.4,20.00, 5,"Southeastern Alaska"
